StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,Q38_1,Q1_4,Q98_4,Q1_4,Q99_4,Q1_4,Q100_4,Q1_4,Q101_4,Q1_4,Q103_4,Q1_4,Q104_4,Q1_4,Q105_4,Q1_4,Q106_4,Q1_4,Q107_4,Q1_4,Q108_4,Q1_4,Q109_4,Q1_4,Q110_4,Q1_4,Q111_4,Q1_4,Q112_4,Q66_1,Q33_1,Q34_1,Q35_4,Q36_1,Q37_1,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q39_9,Q39_10,Q39_11,Q40,Q41,Q41_5_TEXT,Warwick_ResponseID,Warwick_Experimenter,previous_wri,Create New Field or Choose From Dropdown...,wri_valid,Set a Value Now
2023/3/31 2:09,2023/3/31 2:30,Survey Preview,,100,1274,TRUE,2023/3/31 2:30,R_BEzErEWJU7DIsTf,,,,,52.382,-1.5874,preview,EN,I consent; proceed to the study.,,,,,,No,No,No,No,No,None at all,71,81,65,65,71,71,35,73,68,67,37,70,64,37,70,70,65,65,64,61,39,34,38,45,65,63,39,38,A great deal,31,41,80,79,77,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,53,Male,,,,,,,
2023/4/3 9:13,2023/4/3 9:22,Survey Preview,,100,567,TRUE,2023/4/3 9:22,R_1IKGiJiXFK8fADB,,,,,52.4064,-1.5082,preview,EN,I consent; proceed to the study.,No,Yes,Yes,No,Yes,,,,,,A moderate amount,51,58,54,52,51,47,51,46,52,45,56,45,45,53,57,50,54,41,54,45,54,41,53,45,52,46,52,47,A moderate amount,53,45,47,52,55,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,25,Female,,,,,,,
2023/4/3 9:28,2023/4/3 9:32,Survey Preview,,100,197,TRUE,2023/4/3 9:32,R_2c25oNcKLDu1SKN,,,,,52.4064,-1.5082,preview,EN,I consent; proceed to the study.,,,,,,No,Yes,Yes,No,No,A moderate amount,43,56,53,40,57,41,37,66,45,54,57,31,35,52,54,44,47,56,44,53,44,56,53,46,55,41,56,45,A moderate amount,41,56,38,67,56,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,25,Female,,,,,,,
2023/4/11 4:12,2023/4/11 4:50,Survey Preview,,100,2255,TRUE,2023/4/11 4:50,R_xgUMijkKq5sdkFb,,,,,52.382,-1.5874,preview,EN,I consent; proceed to the study.,Yes,Yes,No,Yes,Yes,,,,,,None at all,46,53,48,51,52,48,51,48,53,42,50,49,53,43,51,47,49,51,46,57,50,46,50,54,48,51,40,55,A little,43,43,45,45,56,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,25,Female,,,,,,,
2023/4/11 5:02,2023/4/11 5:16,Survey Preview,,100,837,TRUE,2023/4/11 5:16,R_AHjAuF2EUXMELmh,,,,,52.382,-1.5874,preview,EN,I consent; proceed to the study.,,,,,,No,No,No,No,No,A moderate amount,51,51,45,45,47,52,57,49,52,48,52,51,44,57,51,48,44,58,53,39,46,54,63,43,61,37,56,48,A moderate amount,53,53,47,54,46,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,25,Female,,,,,,,
2023/4/11 5:16,2023/4/11 5:19,Survey Preview,,100,170,TRUE,2023/4/11 5:19,R_1ruWqJHVrKYzPiF,,,,,52.382,-1.5874,preview,EN,I consent; proceed to the study.,Yes,Yes,Yes,Yes,Yes,,,,,,None at all,57,46,55,46,54,46,40,59,53,56,59,55,57,43,57,43,53,42,39,57,54,55,43,55,44,55,45,60,A moderate amount,54,56,52,45,44,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,25,Female,,,,,,,
2023/4/11 5:21,2023/4/11 5:33,IP Address,137.205.238.4,100,712,TRUE,2023/4/11 5:33,R_dg9oAk7xnPD1y6Z,,,,,52.382,-1.5874,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,No,A moderate amount,44,53,53,46,47,52,53,46,52,55,54,44,45,53,53,56,54,46,46,52,46,56,46,54,45,55,55,45,A moderate amount,44,44,54,55,56,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,25,Female,,2dc70a2e1c9a8976b6ca,TRUE,,,yes,
2023/4/11 5:34,2023/4/11 5:36,IP Address,137.205.238.4,100,143,TRUE,2023/4/11 5:37,R_PZJOZ2UVVDuAkU1,,,,,52.382,-1.5874,anonymous,EN,I consent; proceed to the study.,Yes,Yes,Yes,Yes,No,,,,,,A moderate amount,45,52,49,51,45,53,54,47,46,54,53,45,47,53,52,47,54,46,47,51,44,55,48,55,42,54,46,53,None at all,47,53,52,55,49,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,25,Female,,2dc70a2e1c9a8976b6ca,TRUE,,,yes,
2023/4/11 5:52,2023/4/11 5:58,IP Address,176.249.213.61,100,394,TRUE,2023/4/11 5:58,R_1FK8dWjFQk1zHNN,,,,,51.6192,-0.3247,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,No,None at all,50,30,30,31,0,20,20,20,40,50,19,0,20,0,50,51,20,0,70,82,70,20,100,30,30,20,81,41,A little,0,71,81,20,100,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,19,Male,,060e7994905b74f16b5a,FALSE,,,yes,
2023/4/11 5:52,2023/4/11 6:06,IP Address,81.105.97.52,100,793,TRUE,2023/4/11 6:06,R_3oRgC4aCWgl6LpE,,,,,53.4159,-2.1843,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,No,A moderate amount,70,90,10,10,60,60,45,55,50,55,10,20,20,20,60,35,30,40,80,90,20,20,70,80,30,0,50,60,A little,35,60,70,50,100,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,19,Male,,ae8dc69ea76b6cae81e1,FALSE,,,yes,
2023/4/11 5:52,2023/4/11 6:06,IP Address,104.28.89.83,100,878,TRUE,2023/4/11 6:06,R_3HG0ZAXab628hiq,,,,,51.5164,-0.093,anonymous,EN,I consent; proceed to the study.,No,No,Yes,No,Yes,,,,,,A little,61,30,0,0,71,40,60,80,30,71,31,51,15,16,30,80,20,0,90,90,50,31,40,75,70,30,30,61,A little,60,50,90,20,80,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,18,Female,,d516b6cb31a2afc0d0a1,FALSE,,,yes,
2023/4/11 5:56,2023/4/11 6:07,IP Address,137.205.1.9,100,685,TRUE,2023/4/11 6:07,R_3EWNjFzyiV1XTq4,,,,,52.382,-1.5874,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,Yes,No,Yes,A lot,50,50,50,50,50,71,71,30,20,9,20,9,19,41,50,61,20,50,71,82,10,20,20,0,62,82,0,0,A lot,29,73,62,50,82,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,21,Female,,c114f1710cf63c687dbf,FALSE,,,yes,
2023/4/11 6:01,2023/4/11 6:11,IP Address,212.228.103.83,100,594,TRUE,2023/4/11 6:11,R_b2BWOqOYPOpy5uF,,,,,51.5577,-1.7767,anonymous,EN,I consent; proceed to the study.,No,Yes,Yes,Yes,No,,,,,,A moderate amount,86,61,63,63,39,0,52,33,49,0,43,20,64,35,59,39,51,51,65,100,62,0,82,100,21,62,36,0,A little,30,93,94,56,80,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18,Male,,184ea89642f880a30896,FALSE,,,yes,
2023/4/11 5:56,2023/4/11 6:13,IP Address,31.141.35.172,100,987,TRUE,2023/4/11 6:13,R_3KxpGA8ekat3j3c,,,,,41.0247,28.9252,anonymous,EN,I consent; proceed to the study.,No,Yes,No,No,Yes,,,,,,A moderate amount,51,51,0,0,50,51,100,100,51,10,0,10,51,51,51,71,19,10,100,100,76,40,100,100,30,20,59,51,A moderate amount,84,51,100,92,83,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,19,Female,,1e5fd52ad253f48b0fd3,FALSE,,,yes,
2023/4/11 6:08,2023/4/11 6:19,IP Address,140.248.40.25,100,610,TRUE,2023/4/11 6:19,R_ePX5d5nSB3qoORz,,,,,51.509,-0.1882,anonymous,EN,I consent; proceed to the study.,Yes,Yes,No,Yes,No,,,,,,None at all,40,36,25,9,10,1,75,100,23,24,9,29,18,20,50,46,37,0,75,99,27,8,70,100,45,55,28,60,A little,61,40,91,75,91,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,19,Female,,32255b5ca2b02b0e8d95,FALSE,,,yes,
2023/4/11 6:45,2023/4/11 6:57,IP Address,92.40.212.138,100,731,TRUE,2023/4/11 6:57,R_27Pz5EwQ93VRqD1,,,,,51.5571,-0.2972,anonymous,EN,I consent; proceed to the study.,Yes,Yes,Yes,Yes,Yes,,,,,,A little,65,67,30,9,43,47,78,0,80,1,56,3,13,40,39,44,37,20,89,96,79,65,70,60,72,66,82,81,None at all,60,5,81,70,71,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,18,Female,,0b85187c575437ad2404,FALSE,,,yes,
2023/4/11 6:47,2023/4/11 6:57,IP Address,86.144.228.109,100,640,TRUE,2023/4/11 6:57,R_29ueFvzuNjDXf4f,,,,,50.9881,-1.3973,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,No,A great deal,54,55,0,0,0,100,88,100,52,18,0,0,0,0,8,20,19,49,100,100,43,71,70,100,62,0,10,0,A little,0,24,51,57,100,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,19,Female,,2c97ad37b3dc298f060b,FALSE,,,yes,
2023/4/11 7:01,2023/4/11 7:09,IP Address,213.205.194.20,100,491,TRUE,2023/4/11 7:09,R_2bN9NmnQdh84M2w,,,,,51.4717,-0.1161,anonymous,EN,I consent; proceed to the study.,Yes,Yes,Yes,No,No,,,,,,A moderate amount,67,65,21,24,59,76,54,60,71,94,56,56,19,19,72,91,50,42,75,92,44,38,80,100,62,87,38,11,A little,34,70,81,18,90,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,18,Female,,b6f8ad1f7963e06cc6e2,FALSE,,,yes,
2023/4/11 6:57,2023/4/11 7:10,IP Address,137.205.1.81,100,758,TRUE,2023/4/11 7:10,R_OEaqZJchWq9l13r,,,,,52.382,-1.5874,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,No,A little,51,51,51,51,71,72,81,83,50,50,0,0,51,51,21,72,30,30,81,91,100,81,73,100,51,0,51,0,A little,71,71,100,51,61,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,19,Female,,962823aba3eda92e323c,FALSE,,,yes,
2023/4/11 7:03,2023/4/11 7:18,IP Address,104.28.40.142,100,883,TRUE,2023/4/11 7:18,R_1oFikq7dy5yMY3G,,,,,51.5164,-0.093,anonymous,EN,I consent; proceed to the study.,,,,,,Yes,No,No,Yes,No,A little,28,75,0,0,19,0,50,54,30,65,30,45,43,22,53,50,55,50,100,100,26,0,100,100,71,40,65,71,None at all,80,50,100,54,70,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,19,Male,,42e20a2dec3ad1d1ddee,FALSE,,,yes,
2023/4/11 6:11,2023/4/11 7:23,IP Address,86.141.129.81,100,4313,TRUE,2023/4/11 7:23,R_1DuK78tYcwJ70wh,,,,,51.696,-0.1735,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,Yes,A moderate amount,21,18,46,13,50,0,45,90,50,82,50,50,26,16,50,45,50,50,75,95,35,10,50,62,50,14,50,56,A little,50,70,86,45,95,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,18,Female,,def031df4501449f2e06,FALSE,,,yes,
2023/4/11 7:17,2023/4/11 7:32,IP Address,86.191.156.148,100,873,TRUE,2023/4/11 7:32,R_1KewslB3ybbMnhv,,,,,51.9124,-0.3846,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,Yes,No,A moderate amount,91,91,30,50,51,51,70,0,49,50,30,0,30,40,30,40,8,0,91,100,29,19,70,100,23,19,60,25,A lot,19,60,81,60,60,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,18,Female,,cae81cb03f1afd65b6e3,FALSE,,,yes,
2023/4/11 6:07,2023/4/11 7:38,IP Address,172.225.10.44,100,5444,TRUE,2023/4/11 7:38,R_3kiXw82vjmkdD2y,,,,,51.5164,-0.093,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,Yes,A little,80,90,10,0,80,30,60,80,49,20,0,0,20,10,70,55,30,0,85,70,90,90,80,100,65,80,60,90,A moderate amount,30,90,100,10,90,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,18,Female,,25477c84fd670cb577e3,FALSE,,,yes,
2023/4/11 7:26,2023/4/11 7:40,IP Address,104.28.30.148,100,892,TRUE,2023/4/11 7:40,R_1OvMstaUGg8jBts,,,,,51.5164,-0.093,anonymous,EN,I consent; proceed to the study.,,,,,,Yes,No,No,No,No,A moderate amount,10,10,25,24,50,50,50,50,50,90,0,0,0,0,70,85,40,25,100,100,0,0,75,85,80,100,50,40,A little,25,60,70,50,75,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,19,Male,,fd4ea904612be7afce24,FALSE,,,yes,
2023/4/11 7:35,2023/4/11 7:49,IP Address,176.27.199.96,100,835,TRUE,2023/4/11 7:49,R_28LFACRaYbrMCYC,,,,,52.1981,-0.2078,anonymous,EN,I consent; proceed to the study.,No,No,No,Yes,Yes,,,,,,A little,80,70,20,20,40,60,80,95,45,80,25,30,15,15,15,20,35,10,80,100,60,20,60,100,85,45,60,20,A little,40,35,75,0,75,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,18,Female,,31fa476a2c6cb3d9642d,FALSE,,,yes,
2023/4/11 7:12,2023/4/11 7:51,IP Address,51.187.86.77,100,2318,TRUE,2023/4/11 7:51,R_3ndRv1AFYbkOpaj,,,,,51.451,-0.0463,anonymous,EN,I consent; proceed to the study.,No,Yes,Yes,No,Yes,,,,,,A moderate amount,60,60,30,25,40,75,60,90,45,40,35,45,25,15,40,15,30,50,80,95,18,18,80,100,60,40,70,90,A little,45,70,60,60,90,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,19,Female,,849366b70cf6141866d0,FALSE,,,yes,
2023/4/11 7:58,2023/4/11 8:12,IP Address,80.5.185.22,100,814,TRUE,2023/4/11 8:12,R_3JCTyhsqQ0wN2HA,,,,,52.4259,-1.4628,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,Yes,None at all,75,65,20,15,40,50,65,90,50,70,20,25,35,25,70,35,30,30,65,85,60,75,60,90,50,55,60,70,A little,50,50,75,25,90,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,19,Female,,e977f8bfba16cdb13ef1,FALSE,,,yes,
2023/4/11 9:07,2023/4/11 9:13,IP Address,146.75.168.39,100,394,TRUE,2023/4/11 9:13,R_3M560V06Hpuv0Vr,,,,,51.529,-0.06,anonymous,EN,I consent; proceed to the study.,No,No,No,Yes,No,,,,,,A moderate amount,68,49,30,50,41,37,63,84,36,65,26,27,24,22,43,19,53,27,67,80,56,28,56,50,50,48,56,68,A moderate amount,38,73,57,38,66,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,20,Female,,7dad23b0d23c253073c4,FALSE,,,yes,
2023/4/11 9:08,2023/4/11 9:24,IP Address,104.28.89.71,100,1011,TRUE,2023/4/11 9:24,R_1Q4RYd9x1OeOEW6,,,,,51.5164,-0.093,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,Yes,A little,60,70,9,0,50,60,44,100,50,93,40,90,7,0,42,40,35,30,75,91,50,50,70,71,80,100,60,77,A little,10,59,100,29,100,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,18,Female,,5a2b3059045e8dc40589,FALSE,,,yes,
2023/4/11 9:19,2023/4/11 9:30,IP Address,86.170.239.89,100,702,TRUE,2023/4/11 9:30,R_1q9ZV1EEhVuDlx4,,,,,51.4638,0.1434,anonymous,EN,I consent; proceed to the study.,No,Yes,Yes,No,No,,,,,,A little,75,75,19,0,18,0,20,60,23,76,42,55,30,50,60,100,50,14,99,100,16,0,70,100,46,6,30,65,None at all,30,65,65,80,100,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,18,Female,,93642f5e7afa77e09d66,FALSE,,,yes,
2023/4/11 10:12,2023/4/11 10:30,IP Address,109.152.200.38,100,1095,TRUE,2023/4/11 10:30,R_3elUAgi9o3h0PVP,,,,,52.4099,-1.8141,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,Yes,A lot,64,81,34,24,29,51,51,75,51,77,13,18,51,69,48,66,51,24,51,78,36,35,65,90,51,32,42,10,A moderate amount,58,64,69,83,68,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,19,Female,,9c295156127cad266e4a,FALSE,,,yes,
2023/4/11 10:27,2023/4/11 10:34,IP Address,103.65.43.81,100,420,TRUE,2023/4/11 10:34,R_6QYwEtHTshtLDG1,,,,,22.2578,114.1657,anonymous,EN,I consent; proceed to the study.,,,,,,Yes,No,Yes,No,Yes,A lot,70,100,100,100,60,100,100,100,50,100,50,50,0,0,100,100,50,100,100,100,20,0,50,50,96,100,50,50,A great deal,0,79,100,100,100,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18,Male,,98c40712560e52bfd268,FALSE,,,yes,
2023/4/11 10:19,2023/4/11 10:56,IP Address,86.15.70.66,100,2236,TRUE,2023/4/11 10:56,R_1JFmA3o2H8w7QrA,,,,,51.4484,-1.0097,anonymous,EN,I consent; proceed to the study.,Yes,Yes,No,No,Yes,,,,,,A lot,65,40,26,19,39,62,85,99,72,71,36,65,30,71,43,34,61,33,79,81,61,30,65,89,71,40,76,77,A lot,67,61,89,70,85,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,19,Female,,b610016cb4209ec4045c,FALSE,,,yes,
2023/4/11 10:08,2023/4/11 11:00,IP Address,80.43.120.208,100,3117,TRUE,2023/4/11 11:00,R_3FVajpKcN91TV70,,,,,52.1752,-2.2028,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,No,A lot,15,15,25,19,72,21,67,91,64,53,9,42,22,70,24,44,37,9,85,87,76,54,66,80,63,86,30,16,A moderate amount,6,37,93,34,78,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,18,Female,,23b0fa5cc9bcb6a45d26,FALSE,,,yes,
2023/4/11 12:37,2023/4/11 12:46,IP Address,137.205.1.172,100,594,TRUE,2023/4/11 12:46,R_XNttD6UaollQklb,,,,,52.382,-1.5874,anonymous,EN,I consent; proceed to the study.,Yes,No,No,Yes,Yes,,,,,,A moderate amount,80,75,8,0,52,52,33,89,22,88,0,3,11,0,0,30,37,18,72,100,32,35,68,71,27,12,34,100,A little,18,81,100,86,93,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,19,Female,,e8dacf8b0d5ffd4fecfb,FALSE,,,yes,
2023/4/11 18:21,2023/4/11 18:32,IP Address,86.174.214.255,100,707,TRUE,2023/4/11 18:32,R_24GBLpZTA04akir,,,,,52.4667,-0.9167,anonymous,EN,I consent; proceed to the study.,Yes,Yes,No,No,Yes,,,,,,A little,51,49,9,0,50,75,20,100,19,85,5,65,14,0,82,81,39,71,71,91,40,81,30,100,50,100,50,80,None at all,20,39,87,51,91,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,19,Male,,f19c13c2573c4f1852d9,FALSE,,,yes,
2023/4/11 18:28,2023/4/11 18:36,IP Address,92.40.104.33,100,492,TRUE,2023/4/11 18:36,R_1g59uYKczTLQeww,,,,,51.4212,-0.2855,anonymous,EN,I consent; proceed to the study.,,,,,,No,Yes,No,No,Yes,A little,39,40,18,0,37,51,70,72,54,51,40,24,39,4,30,48,43,19,82,81,100,100,44,81,56,71,71,76,None at all,61,51,100,19,77,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,18,Female,,a466a045fa4a5a30b867,FALSE,,,yes,
2023/4/12 2:13,2023/4/12 2:17,IP Address,92.98.33.120,100,291,TRUE,2023/4/12 2:17,R_0P2TnJp8S2o82Nr,,,,,25.2357,55.297,anonymous,EN,I consent; proceed to the study.,Yes,Yes,No,No,No,,,,,,A great deal,77,80,21,22,55,53,88,90,54,53,10,10,23,20,51,52,35,36,90,90,88,71,98,99,55,79,59,70,A little,10,77,82,69,83,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,19,Female,,2c853f19c0e4c0d37ad6,FALSE,,,yes,
2023/4/12 3:10,2023/4/12 3:20,IP Address,84.65.195.245,100,593,TRUE,2023/4/12 3:20,R_vGLz4lD6u8nQ50t,,,,,52.5189,-1.9189,anonymous,EN,I consent; proceed to the study.,,,,,,No,Yes,No,Yes,No,A great deal,70,70,49,5,80,25,30,100,24,85,22,33,15,0,35,80,30,20,78,69,34,71,65,82,69,24,30,65,A moderate amount,31,65,86,77,92,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,19,Female,,21127f491b43237e0713,FALSE,,,yes,
2023/4/12 3:42,2023/4/12 4:05,IP Address,86.155.13.192,100,1342,TRUE,2023/4/12 4:05,R_3qQ0r8UgAFoeII8,,,,,51.5043,-0.2211,anonymous,EN,I consent; proceed to the study.,No,Yes,No,Yes,No,,,,,,A little,80,100,10,20,40,40,70,90,0,0,10,0,10,0,60,80,40,40,80,70,60,70,70,100,30,20,30,20,A little,80,10,90,90,90,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,19,Female,,aeaa2b59b0d0de337ae8,FALSE,,,yes,
2023/4/12 4:04,2023/4/12 4:23,IP Address,86.24.136.68,100,1186,TRUE,2023/4/12 4:23,R_0pomZs79qt4nSbn,,,,,51.4036,-0.7618,anonymous,EN,I consent; proceed to the study.,,,,,,No,Yes,No,Yes,No,A little,50,39,20,6,55,86,50,85,0,7,29,46,21,16,30,19,36,33,78,93,10,10,62,76,73,78,37,67,None at all,34,50,80,17,100,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,18,Female,,b5a30a2c84d52b305cb4,FALSE,,,yes,
